"measure","ethnicity","ethnicity_type","time","geography","geography_type","geography_code","gender","age","ns_sec","value","value_type","denominator","numerator","upper_95_c_i","lower_95_c_i","standard_error","sample_size"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2021 to Nov 2022","North East","Region","NA","All","16+","All","?","%","?","?","?","?","?","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2020 to Nov 2021","North East","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2015 to Nov 2016","North East","Region","NA","All","16+","All","?","%","?","?","?","?","NA","51"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2016 to Nov 2017","North East","Region","NA","All","16+","All","?","%","?","?","?","?","NA","63"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2017 to Nov 2018","North East","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2018 to Nov 2019","North East","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2019 to Nov 2020","North East","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2021 to Nov 2022","North West","Region","NA","All","16+","All","11","%","282.6","31","16.8","7","2.5","297"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2015 to Nov 2016","North West","Region","NA","All","16+","All","?","%","?","?","?","?","NA","219"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2016 to Nov 2017","North West","Region","NA","All","16+","All","10.1","%","315","32","16.4","6.1","NA","260"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2017 to Nov 2018","North West","Region","NA","All","16+","All","9.5","%","304","29","15.1","5.9","NA","268"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2018 to Nov 2019","North West","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2019 to Nov 2020","North West","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2020 to Nov 2021","North West","Region","NA","All","16+","All","10.1020736","%","277.761589804","28.05968033","15.3827052","6.4950533","NA","322"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2021 to Nov 2022","South East","Region","NA","All","16+","All","11.8","%","547.5","64.5","16.3","8.4","2","462"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2015 to Nov 2016","South East","Region","NA","All","16+","All","13.8","%","431","60","19.5","9.6","NA","369"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2016 to Nov 2017","South East","Region","NA","All","16+","All","10.3","%","409","42","15","7","NA","352"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2017 to Nov 2018","South East","Region","NA","All","16+","All","9.3","%","468","44","14.3","6","NA","325"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2018 to Nov 2019","South East","Region","NA","All","16+","All","8.5","%","478","41","12.2","5.8","NA","380"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2019 to Nov 2020","South East","Region","NA","All","16+","All","8.9","%","476","42","13.4","5.9","NA","380"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2020 to Nov 2021","South East","Region","NA","All","16+","All","9.6276162","%","504.684113216","48.589049215","14.4292164","6.3060902","NA","397"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2021 to Nov 2022","South West","Region","NA","All","16+","All","?","%","?","?","?","?","?","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2020 to Nov 2021","South West","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2015 to Nov 2016","South West","Region","NA","All","16+","All","12.3","%","215","27","21.3","6.8","NA","153"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2016 to Nov 2017","South West","Region","NA","All","16+","All","?","%","?","?","?","?","NA","168"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2017 to Nov 2018","South West","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2018 to Nov 2019","South West","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2019 to Nov 2020","South West","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2021 to Nov 2022","West Midlands","Region","NA","All","16+","All","15.6","%","357.2","55.7","22.5","10.5","3","259"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2020 to Nov 2021","West Midlands","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2015 to Nov 2016","West Midlands","Region","NA","All","16+","All","?","%","?","?","?","?","NA","162"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2016 to Nov 2017","West Midlands","Region","NA","All","16+","All","?","%","?","?","?","?","NA","175"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2017 to Nov 2018","West Midlands","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2018 to Nov 2019","West Midlands","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2019 to Nov 2020","West Midlands","Region","NA","All","16+","All","15.9","%","323","51","24.2","10","NA","195"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2020 to Nov 2021","Yorkshire And The Humber","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2015 to Nov 2016","Yorkshire And The Humber","Region","NA","All","16+","All","?","%","?","?","?","?","NA","94"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2016 to Nov 2017","Yorkshire And The Humber","Region","NA","All","16+","All","?","%","?","?","?","?","NA","104"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2017 to Nov 2018","Yorkshire And The Humber","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2018 to Nov 2019","Yorkshire And The Humber","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2019 to Nov 2020","Yorkshire And The Humber","Region","NA","All","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","Mixed","ONS 2001 5+1","Nov 2021 to Nov 2022","Yorkshire and the Humber","Region","NA","All","16+","All","?","%","?","?","?","?","?","?"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","East","Region","NA","All","16+","All","11.8","%","15663.4","1842.2","12.4","11.2","0.3","18665"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","East","Region","NA","All","16+","All","13.4","%","18150","2424","60.6","12.7","NA","22222"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","East","Region","NA","All","16+","All","12.8","%","17865","2283","13.4","12.2","NA","21846"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","East","Region","NA","All","16+","All","13.4","%","16386","2197","14.1","12.8","NA","20071"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","East","Region","NA","All","16+","All","13.1","%","16617","2181","13.8","12.5","NA","20094"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","East","Region","NA","All","16+","All","11.3","%","16150","1824","11.9","10.7","NA","19155"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","East","Region","NA","All","16+","All","11.9758631","%","16120.772701022","1930.601670337","12.6102809","11.3692102","NA","18858"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","East Midlands","Region","NA","All","16+","All","11.4","%","12513.6","1425","12.1","10.7","0.4","16400"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","East Midlands","Region","NA","All","16+","All","12.5","%","14182","1768","13.1","11.9","NA","19725"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","East Midlands","Region","NA","All","16+","All","12.5","%","13895","1738","13.2","11.9","NA","19152"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","East Midlands","Region","NA","All","16+","All","12.5","%","12757","1593","13.2","11.8","NA","18712"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","East Midlands","Region","NA","All","16+","All","12.4","%","12879","1601","13.1","11.8","NA","18484"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","East Midlands","Region","NA","All","16+","All","11.3","%","12730","1434","11.9","10.7","NA","18417"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","East Midlands","Region","NA","All","16+","All","11.6719529","%","12637.846589443","1475.083501828","12.3230025","11.0509643","NA","18635"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","All","16+","All","11.1","%","133981.4","14857.4","11.3","10.9","0.1","144097"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","All","16+","All","11.4257401","%","136361.029930206","15580.256845176","11.6655559","11.1902298","NA","146284"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","All","16+","All","12.3","%","154220","18915","12.5","12","NA","167292"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","All","16+","All","12.4","%","151090","18708","12.6","12.2","NA","163434"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","All","16+","All","12.2","%","138267","16834","12.4","12","NA","149985"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","All","16+","All","12.1","%","139916","16993","12.4","11.9","NA","151336"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","All","16+","All","11.3","%","137006","15427","11.5","11","NA","147260"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","All","16-24","All","8.2","%","14382.7","1176.6","9.1","7.4","0.4","7241"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","All","16-24","All","7.9","%","19416","1532","8.6","7.2","NA","9830"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","All","16-24","All","8.4","%","18371","1542","9.1","7.7","NA","9255"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","All","16-24","All","8.5","%","16302","1379","9.3","7.7","NA","8061"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","All","16-24","All","8.8","%","15879","1399","9.7","8","NA","8148"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","All","16-24","All","8.8","%","15438","1356","9.6","8","NA","8528"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","All","16-24","All","10.4891415","%","14934.73488166","1566.525471226","11.4779511","9.5763012","NA","7666"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 1-2","10.4","%","51481.7","5334.1","10.7","10.1","0.2","69699"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 1-2","12.2","%","53943","6563","12.5","11.8","NA","80009"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 1-2","11.9","%","53826","6415","12.2","11.6","NA","78896"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 1-2","11.9","%","49941","5965","12.3","11.6","NA","73114"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 1-2","11.7","%","51278","6006","12","11.4","NA","74272"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 1-2","11","%","50791","5596","11.3","10.7","NA","70736"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 1-2","10.6777607","%","51267.4845562","5474.21933956","10.9925214","10.3709628","NA","69908"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 3-5","12.8","%","30208.9","3862.4","13.3","12.3","0.3","31774"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 3-5","13.9","%","37576","5240","14.5","13.5","NA","39178"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 3-5","13.7","%","38078","5227","14.2","13.3","NA","39668"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 3-5","13.3","%","34051","4525","13.8","12.8","NA","35869"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 3-5","13.1","%","34309","4507","13.6","12.7","NA","35573"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 3-5","11.9","%","33367","3973","12.4","11.4","NA","34391"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 3-5","12.8742695","%","31874.389643275","4103.594833931","13.4148724","12.3523443","NA","33221"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 6-7","11.5","%","17021.1","1955.3","12.3","10.8","0.4","12907"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 6-7","12.3","%","21907","2686","13","11.6","NA","15748"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 6-7","12.6","%","21832","2755","13.3","11.9","NA","15792"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 6-7","12.6","%","19369","2443","13.4","11.9","NA","13861"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 6-7","13","%","19109","2491","13.8","12.3","NA","13849"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 6-7","11.5","%","17954","2064","12.3","10.7","NA","13564"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 6-7","11.5263738","%","17802.149413651","2051.942285833","12.3058053","10.7902359","NA","13577"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 8","10","%","4267.7","427.1","11.6","8.6","0.7","2561"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 8","11.8","%","4542","538","13.5","10.3","NA","2753"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 8","12.9","%","4574","588","14.7","11.2","NA","2718"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 8","12.5","%","4312","538","14.3","10.8","NA","2341"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 8","11.9","%","4055","482","13.7","10.3","NA","2451"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 8","11.1","%","3991","442","13.1","9.3","NA","2532"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 8","11.5581343","%","4668.257501572","539.563470318","13.2210883","10.0800509","NA","2919"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 9","8.1","%","13576.3","1105.8","9.1","7.3","0.4","8123"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 9","8.3","%","17897","1487","9","7.6","NA","10510"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 9","8.5","%","15798","1350","9.3","7.8","NA","8708"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 9","8.5","%","14467","1226","9.3","7.7","NA","8445"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 9","9","%","14083","1261","9.9","8.1","NA","7977"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 9","9.2","%","14467","1324","10","8.4","NA","9235"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 9","10.013639","%","13614.810106734","1363.337932922","10.9896731","9.1154128","NA","8459"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","All","25-34","All","10.5","%","19163","2006","11.1","9.8","0.3","16636"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","All","25-34","All","11.6","%","21985","2559","12.3","11","NA","17691"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","All","25-34","All","12.2","%","21717","2648","12.9","11.5","NA","17551"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","All","25-34","All","11.3","%","19990","2250","11.9","10.6","NA","16470"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","All","25-34","All","11.7","%","20495","2405","12.4","11.1","NA","17321"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","All","25-34","All","11.5","%","20188","2327","12.2","10.8","NA","17227"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","All","25-34","All","12.0900603","%","19823.80224127","2396.709645831","12.8223844","11.3940948","NA","16487"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","All","35-44","All","11.8","%","17956.3","2118.1","12.4","11.2","0.3","18861"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","All","35-44","All","12.9","%","21330","2756","13.6","12.3","NA","22976"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","All","35-44","All","12.7","%","20556","2601","13.3","12.1","NA","22286"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","All","35-44","All","12.5","%","18567","2321","13.1","11.9","NA","20286"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","All","35-44","All","12.8","%","18804","2399","13.4","12.1","NA","20697"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","All","35-44","All","12.2","%","18522","2251","12.8","11.5","NA","19426"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","All","35-44","All","11.5912199","%","18490.602102926","2143.286343132","12.2241063","10.9869988","NA","18980"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","All","45-54","All","11.3","%","21348.1","2408.1","11.9","10.7","0.3","22211"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","All","45-54","All","12.4","%","27408","3400","13","11.9","NA","28962"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","All","45-54","All","12.5","%","26890","3371","13.1","12","NA","27986"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","All","45-54","All","12.5","%","24153","3022","13.1","12","NA","25703"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","All","45-54","All","12.3","%","24305","2982","12.9","11.7","NA","25860"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","All","45-54","All","10.8","%","23034","2484","11.4","10.2","NA","24322"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","All","45-54","All","11.5316059","%","22175.812971465","2557.22734993","12.1268544","10.9619304","NA","23720"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","All","55-64","All","11.1","%","22895.8","2545.6","11.6","10.6","0.3","29525"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","All","55-64","All","13.4","%","23540","3147","13.9","12.8","NA","34000"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","All","55-64","All","12.9","%","23396","3010","13.4","12.4","NA","33242"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","All","55-64","All","13.1","%","21981","2881","13.7","12.6","NA","30672"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","All","55-64","All","12.6","%","22558","2852","13.2","12.1","NA","31010"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","All","55-64","All","11.4","%","22615","2577","12","10.9","NA","30343"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","All","55-64","All","11.3735845","%","23041.04219703","2620.592402134","11.9090311","10.8592445","NA","30153"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","All","65-74","All","11.8","%","20113.9","2370.3","12.3","11.3","0.3","29876"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","All","65-74","All","14.1","%","22186","3119","14.6","13.6","NA","34739"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","All","65-74","All","13.8","%","22104","3046","14.2","13.3","NA","34360"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","All","65-74","All","13.6","%","20312","2757","14.1","13.1","NA","31611"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","All","65-74","All","13","%","20628","2684","13.5","12.5","NA","30927"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","All","65-74","All","11.6","%","20183","2346","12.1","11.1","NA","29926"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","All","65-74","All","10.9028771","%","20226.527740366","2205.273467437","11.3863113","10.4375507","NA","30526"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","All","75+","All","12.5","%","17425.6","2172.7","13.1","11.9","0.3","19033"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","All","75+","All","13.3","%","17328","2300","NA","NA","NA","17965"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","All","75+","All","14","%","16980","2373","14.6","13.3","NA","17652"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","All","75+","All","13.3","%","16126","2137","13.9","12.6","NA","16355"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","All","75+","All","13.2","%","16491","2181","13.9","12.6","NA","16324"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","All","75+","All","12.4","%","16207","2012","13.2","11.7","NA","16391"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","All","75+","All","11.9505446","%","17133.93870878","2047.598982612","12.5764352","11.351758","NA","18200"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","Female","16+","All","12","%","68902.9","8290.7","12.4","11.7","0.2","79839"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","Female","16+","All","12.3386484","%","70215.329410062","8663.622622321","12.6681154","12.0165711","NA","80604"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","Female","16+","All","13.2","%","79620","10528","13.5","12.9","NA","93117"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","Female","16+","All","13.4","%","78120","10467","13.7","13.1","NA","91093"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","Female","16+","All","13.2","%","71188","9368","13.5","12.8","NA","83073"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","Female","16+","All","13.2","%","72116","9501","13.5","12.9","NA","83826"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","Female","16+","All","12.1","%","70718","8522","12.4","11.7","NA","81058"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","Male","16+","All","10.1","%","64258.8","6477.7","10.4","9.7","0.2","63710"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","Male","16+","All","10.4647138","%","65460.263244522","6850.229214745","10.8173963","10.1222248","NA","65193"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","Male","16+","All","11.2","%","74297","8356","11.6","10.9","NA","73864"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","Male","16+","All","11.3","%","72836","8230","11.6","11","NA","72217"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","Male","16+","All","11.1","%","66851","7439","11.5","10.8","NA","66703"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","Male","16+","All","11.1","%","67422","7461","11.4","10.7","NA","67123"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","Male","16+","All","10.4","%","65677","6830","10.8","10.1","NA","65689"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","Other Gender","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","Other Gender","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","Other Gender","16+","All","?","%","?","?","?","?","NA","?"
